дата;температура;осадки;влажность;испаряемость;ГТК
2011-07-15;19.062;;60.0;4.509;
2011-07-16;18.85;0.5;66.125;3.782;0.265
2011-07-17;20.375;;65.0;4.184;
2011-07-18;21.3;;61.5;4.792;
2011-07-19;21.425;;59.625;5.053;
2011-07-20;22.85;;62.125;5.035;
2011-07-21;15.525;0.3;76.375;2.253;0.193
2011-07-22;15.6;;59.125;3.912;
2011-07-23;16.725;;61.625;3.879;
2011-07-24;18.612;;65.375;3.824;
2011-07-25;18.262;0.4;68.75;3.396;0.219
2011-07-26;16.925;;60.0;4.082;
2011-07-27;20.343;0.3;66.857;3.957;0.147
2011-07-28;16.288;0.3;63.0;3.662;0.184
2011-07-29;13.875;6.0;66.0;2.984;4.324
2011-07-30;12.9;;72.571;2.288;
2011-07-31;13.525;3.0;78.0;1.896;2.218
2011-08-01;26.48;1.0;54.6;6.986;0.378
2011-08-02;17.45;;70.875;3.047;
2011-08-03;20.038;1.2;82.5;2.061;0.599
2011-08-04;15.825;3.7;82.625;1.681;2.338
2011-08-05;12.7;6.0;85.25;1.217;4.724
2011-08-06;12.575;;65.5;2.828;
2011-08-07;13.625;;61.875;3.303;
2011-08-08;15.888;;64.625;3.434;
2011-08-09;17.362;;59.375;4.233;
2011-08-10;18.4;;62.125;4.142;
2011-08-11;18.175;4.3;80.375;2.124;2.366
2011-08-12;18.65;13.0;68.75;3.457;6.971
2011-08-13;19.088;;66.75;3.753;
2011-08-14;21.412;;64.625;4.425;
2011-08-15;21.625;;68.25;4.008;
2011-08-16;22.3;;64.75;4.579;
2011-08-17;16.425;2.0;80.375;1.955;1.218
2011-08-18;11.875;0.0;86.5;1.066;0.0
2011-08-19;12.814;;75.571;2.028;
2011-08-20;12.429;8.4;85.429;1.185;6.759
2011-08-21;13.962;0.7;75.875;2.127;0.501
2011-08-22;14.225;2.0;79.875;1.798;1.406
2011-08-23;14.429;2.0;71.857;2.54;1.386
2011-08-24;17.314;0.6;73.0;2.807;0.347
2011-08-25;16.725;;75.625;2.464;
2011-08-26;12.812;;64.375;2.958;
2011-08-27;9.975;2.0;82.75;1.225;
2011-08-28;10.588;0.0;73.5;1.949;0.0
2011-08-29;13.4;0.8;67.571;2.777;0.597
2011-08-30;13.562;6.0;74.25;2.223;4.424
2011-08-31;12.888;1.4;86.0;1.167;1.086
2011-09-01;17.0;12.0;80.75;2.037;7.059
2011-09-02;10.612;;65.5;2.625;
2011-09-03;14.55;;67.125;3.085;
2011-09-04;14.025;0.5;71.375;2.616;0.357
2011-09-05;10.35;;71.875;2.109;
2011-09-06;12.4;;59.875;3.368;
2011-09-07;12.088;;58.375;3.435;
2011-09-08;14.1;;57.375;3.91;
2011-09-09;16.425;;52.625;4.878;
2011-09-10;11.988;3.0;79.75;1.662;2.503
2011-09-11;9.188;;72.5;1.928;
2011-09-12;9.2;;70.625;2.061;
2011-09-13;10.525;;64.0;2.726;
2011-09-14;11.038;;56.25;3.409;
2011-09-15;12.738;;50.5;4.23;
2011-09-16;14.086;;47.571;4.806;
2011-09-17;13.125;;55.625;3.87;
2011-09-18;13.275;;61.875;3.351;
2011-09-19;14.725;;55.875;4.178;
2011-09-20;16.55;;46.0;5.594;
2011-09-21;17.638;;43.25;6.19;
2011-09-22;13.75;;69.875;2.714;
2011-09-23;12.438;;70.375;2.491;
2011-09-24;12.212;0.9;73.625;2.191;0.737
2011-09-25;7.288;12.0;78.25;1.36;
2011-09-26;7.175;;85.0;0.932;
2011-09-27;10.912;;65.0;2.708;
2011-09-28;11.212;;55.375;3.511;
2011-09-29;12.012;;50.5;4.069;
2011-09-30;9.788;1.0;72.375;2.006;
2011-10-01;11.562;;58.625;3.212;
2011-10-02;11.762;;56.875;3.384;
2011-10-03;12.912;0.7;60.75;3.276;0.542
2011-10-04;13.412;;80.375;1.681;
2011-10-05;13.262;;80.0;1.7;
2011-10-06;8.1;5.0;79.75;1.288;
2011-10-07;8.962;0.0;77.625;1.499;
2011-10-08;10.438;0.0;72.5;2.005;0.0
2011-10-09;7.125;0.6;82.625;1.041;
2011-10-10;9.0;;76.286;1.592;
2011-10-11;10.75;;70.375;2.198;
2011-10-12;12.525;;73.875;2.136;
2011-10-13;13.562;;66.0;2.936;
2011-10-14;11.675;;69.875;2.353;
2011-10-15;10.75;;67.75;2.393;
2011-10-16;10.888;;66.125;2.533;
2011-10-17;13.412;;56.875;3.695;
2011-10-18;4.975;4.6;81.625;0.959;
2011-10-19;3.875;;72.375;1.337;
2011-10-20;3.15;5.7;93.5;0.299;
2011-10-21;4.4;0.6;86.857;0.66;
2011-10-22;4.283;;76.5;1.17;
2011-10-23;3.8;;73.375;1.282;
2011-10-24;3.162;;79.875;0.927;
2011-10-25;3.713;;83.125;0.808;
2011-10-26;1.962;;93.75;0.264;
2011-10-27;5.1;5.0;84.857;0.797;
2011-10-28;0.838;3.5;87.25;0.494;
2011-10-29;-1.625;1.6;81.0;0.603;
2011-10-30;-3.5;0.7;84.125;0.426;
2011-10-31;-4.888;0.7;81.75;0.429;
2011-11-01;-1.75;9.0;92.75;0.235;
2011-11-02;-7.45;0.3;82.875;0.316;
2011-11-03;0.512;6.0;91.375;0.337;
2011-11-04;2.912;;75.25;1.157;
2011-11-05;4.175;0.0;68.5;1.609;
2011-11-06;4.25;2.0;68.25;1.63;
2011-11-07;-5.438;0.0;62.75;0.855;
2011-11-08;-5.312;;64.75;0.82;
2011-11-09;-9.588;0.4;70.0;0.428;
2011-11-10;-9.325;3.5;82.125;0.264;
2011-11-11;-12.075;0.6;83.125;0.169;
2011-11-12;-6.438;3.2;88.125;0.246;
2011-11-13;-3.843;1.2;76.714;0.625;
2011-11-14;-8.925;1.0;73.5;0.411;
2011-11-15;-12.775;;83.0;0.152;
2011-11-16;-10.612;0.4;86.875;0.163;
2011-11-17;-7.012;0.0;81.5;0.359;
2011-11-18;-4.562;0.6;73.5;0.664;
2011-11-19;-8.6;0.4;85.5;0.234;
2011-11-20;-8.812;0.5;81.5;0.291;
2011-11-21;-10.212;;75.75;0.318;
2011-11-22;-5.525;1.0;66.0;0.774;
2011-11-23;-9.862;1.0;81.625;0.253;
2011-11-24;-13.65;0.2;85.0;0.116;
2011-11-25;-18.25;;81.25;0.051;
2011-11-26;-13.95;0.5;79.375;0.151;
2011-11-27;-11.729;2.0;85.0;0.159;
2011-11-28;-13.238;0.7;85.0;0.125;
2011-11-29;-12.575;1.6;85.625;0.133;
2011-11-30;-12.886;0.4;76.429;0.208;
2011-12-01;-12.2;;75.875;0.23;
2011-12-02;-7.95;3.9;88.125;0.2;
2011-12-03;-7.738;3.0;91.5;0.147;
2011-12-04;-8.375;4.0;91.375;0.138;
2011-12-05;-12.7;1.6;88.75;0.099;
2011-12-06;-9.862;0.9;84.125;0.211;
2011-12-07;-5.538;0.7;88.0;0.264;
2011-12-08;-11.488;;89.125;0.115;
2011-12-09;-17.088;;90.0;0.036;
2011-12-10;-18.088;;87.375;0.035;
2011-12-11;-10.388;;91.875;0.101;
2011-12-12;-13.062;;88.75;0.093;
2011-12-13;-14.15;;80.625;0.132;
2011-12-14;-12.712;0.0;83.125;0.148;
2011-12-15;-10.438;0.4;81.125;0.232;
2011-12-16;-15.812;0.3;79.375;0.101;
2011-12-17;-19.675;;84.25;0.026;
2011-12-18;-17.7;;75.625;0.075;
2011-12-19;-17.338;0.0;83.625;0.056;
2011-12-20;-14.1;0.4;83.75;0.112;
2011-12-21;-17.238;;78.125;0.077;
2011-12-22;-14.562;0.3;75.625;0.154;
2011-12-23;-11.35;;70.625;0.318;
2011-12-24;-12.657;;60.714;0.348;
2011-12-25;-12.975;;58.125;0.352;
2011-12-26;-11.9;;69.25;0.306;
2011-12-27;-5.975;2.4;85.5;0.305;
2011-12-28;-11.388;10.4;82.5;0.188;
2011-12-29;-6.412;0.2;74.375;0.514;
2011-12-30;-2.388;4.0;89.5;0.312;
2011-12-31;-6.425;1.2;85.875;0.283;
2012-01-01;-9.388;0.5;86.875;0.186;
2012-01-02;-11.125;;85.375;0.163;
2012-01-03;-15.625;;87.5;0.064;
2012-01-04;-15.55;;81.875;0.094;
2012-01-05;-10.888;1.0;80.875;0.221;
2012-01-06;-16.762;;77.5;0.089;
2012-01-07;-13.425;0.4;83.125;0.131;
2012-01-08;-8.175;0.7;90.75;0.152;
2012-01-09;-6.388;0.0;91.125;0.179;
2012-01-10;-10.338;0.4;92.25;0.097;
2012-01-11;-12.55;0.2;93.125;0.062;
2012-01-12;-16.087;0.0;90.0;0.046;
2012-01-13;-16.475;;88.75;0.047;
2012-01-14;-19.712;;84.375;0.025;
2012-01-15;-20.775;1.3;84.375;0.016;
2012-01-16;-20.05;1.2;84.167;0.023;
2012-01-17;-27.075;0.0;76.75;0.006;
2012-01-18;-27.575;;78.625;0.008;
2012-01-19;-28.075;;78.5;0.012;
2012-01-20;-27.425;0.0;78.25;0.007;
2012-01-21;-22.4;0.0;78.0;0.009;
2012-01-22;-22.35;;78.5;0.009;
2012-01-23;-22.733;0.2;78.333;0.006;
2012-01-24;-19.812;1.0;78.125;0.034;
2012-01-25;-22.462;;80.375;0.007;
2012-01-26;-24.075;;79.125;0.001;
2012-01-27;-22.65;1.2;77.875;0.007;
2012-01-28;-23.625;0.0;77.625;0.002;
2012-01-29;-28.788;;75.25;0.021;
2012-01-30;-27.862;;71.625;0.014;
2012-01-31;-28.862;;72.5;0.024;
2012-02-01;-29.95;;71.5;0.043;
2012-02-02;-24.614;;69.714;0.0;
2012-02-03;-18.725;;78.75;0.052;
2012-02-04;-17.112;0.0;83.625;0.063;
2012-02-05;-17.525;;84.25;0.055;
2012-02-06;-18.325;0.0;80.875;0.053;
2012-02-07;-12.975;;82.75;0.155;
2012-02-08;-11.338;0.5;81.25;0.217;
2012-02-09;-19.65;;79.857;0.036;
2012-02-10;-20.8;;78.75;0.023;
2012-02-11;-22.262;0.2;78.375;0.01;
2012-02-12;-20.888;0.3;79.125;0.022;
2012-02-13;-15.562;0.0;77.5;0.124;
2012-02-14;-16.512;0.3;76.25;0.106;
2012-02-15;-14.012;0.0;76.875;0.173;
2012-02-16;-15.075;;77.375;0.138;
2012-02-17;-16.888;;77.5;0.092;
2012-02-18;-17.438;;83.125;0.06;
2012-02-19;-17.212;0.0;86.875;0.049;
2012-02-20;-18.275;;83.125;0.047;
2012-02-21;-17.988;;81.875;0.055;
2012-02-22;-16.45;;82.5;0.079;
2012-02-23;-16.55;0.0;81.875;0.08;
2012-02-24;-17.025;;74.375;0.101;
2012-02-25;-17.412;;78.125;0.078;
2012-02-26;-17.412;;79.375;0.074;
2012-02-27;-15.162;;78.0;0.132;
2012-02-28;-14.538;;78.875;0.144;
2012-02-29;-11.075;;65.75;0.412;
2012-03-01;-12.188;;72.75;0.26;
2012-03-02;-13.912;;76.875;0.165;
2012-03-03;-9.1;;70.75;0.429;
2012-03-04;-7.75;;58.875;0.711;
2012-03-05;-8.15;;72.125;0.46;
2012-03-06;-6.225;;70.625;0.601;
2012-03-07;-6.275;;69.125;0.629;
2012-03-08;-5.175;;60.375;0.904;
2012-03-09;-3.688;;44.625;1.46;
2012-03-10;-2.425;;51.0;1.45;
2012-03-11;-1.138;;62.25;1.248;
2012-03-12;-3.912;;83.25;0.432;
2012-03-13;-4.225;;85.125;0.373;
2012-03-14;-3.838;7.3;83.875;0.419;
2012-03-15;-7.8;;79.5;0.352;
2012-03-16;-5.45;;67.875;0.713;
2012-03-17;-3.488;0.6;68.375;0.85;
2012-03-18;-3.538;3.0;85.375;0.391;
2012-03-19;-7.15;2.0;76.375;0.437;
2012-03-20;-2.412;4.0;93.25;0.2;
2012-03-21;-2.212;1.2;81.75;0.55;
2012-03-22;-0.462;0.0;85.25;0.516;
2012-03-23;2.288;;69.0;1.34;
2012-03-24;1.95;;79.375;0.87;
2012-03-25;1.538;6.0;85.375;0.598;
2012-03-26;1.362;0.0;74.0;1.049;
2012-03-27;-2.225;0.9;80.75;0.58;
2012-03-28;-3.562;;66.75;0.887;
2012-03-29;2.357;;50.714;2.142;
2012-03-30;0.238;0.4;72.0;1.036;
2012-03-31;-0.325;;70.375;1.047;
2012-04-01;1.487;;61.75;1.61;
2012-04-02;5.5;;62.5;2.093;
2012-04-03;6.412;;76.75;1.377;
2012-04-04;8.788;;62.125;2.594;
2012-04-05;6.929;0.4;73.0;1.651;
2012-04-06;3.138;0.5;68.5;1.496;
2012-04-07;7.938;;49.875;3.263;
2012-04-08;4.788;1.0;58.0;2.236;
2012-04-09;5.138;;45.375;2.977;
2012-04-10;9.562;;43.875;4.023;
2012-04-11;13.312;;41.25;5.174;
2012-04-12;5.362;0.0;42.375;3.187;
2012-04-13;6.962;;34.0;4.046;
2012-04-14;11.414;;42.429;4.58;
2012-04-15;13.625;;51.125;4.375;
2012-04-16;10.962;;64.875;2.726;
2012-04-17;7.412;0.3;70.875;1.836;
2012-04-18;5.8;;61.375;2.198;
2012-04-19;9.175;0.1;68.75;2.19;
2012-04-20;13.988;0.0;65.75;3.124;0.0
2012-04-21;3.55;0.6;58.875;2.011;
2012-04-22;1.6;0.3;59.75;1.709;
2012-04-23;4.7;;38.375;3.262;
2012-04-24;12.75;;27.75;6.178;
2012-04-25;9.35;0.0;50.625;3.496;
2012-04-26;2.988;;38.75;2.879;
2012-04-27;4.825;;35.0;3.469;
2012-04-28;5.2;;26.375;4.029;
2012-04-29;5.012;;36.5;3.432;
2012-04-30;9.175;0.0;50.25;3.486;
2012-05-01;7.962;2.0;68.75;1.972;
2012-05-02;11.088;;50.25;3.762;
2012-05-03;17.025;0.0;46.125;5.525;0.0
2012-05-04;11.712;0.0;57.375;3.336;0.0
2012-05-05;9.488;5.0;76.5;1.623;
2012-05-06;7.562;1.0;62.25;2.324;
2012-05-07;4.862;;56.25;2.265;
2012-05-08;4.65;;54.75;2.31;
2012-05-09;2.912;;55.0;2.036;
2012-05-10;5.538;;50.75;2.667;
2012-05-11;9.212;;60.0;2.719;
2012-05-12;12.975;;26.5;6.155;
2012-05-13;17.75;;30.25;7.402;
2012-05-14;20.012;0.4;54.75;5.323;0.2
2012-05-15;18.812;;46.125;6.005;
2012-05-16;9.188;0.7;59.625;2.74;
2012-05-17;7.4;;55.4;2.719;
2012-05-18;10.925;;53.625;3.475;
2012-05-19;7.788;3.0;60.125;2.489;
2012-05-20;5.638;;49.625;2.746;
2012-05-21;12.362;;36.5;5.147;
2012-05-22;15.7;;44.0;5.386;
2012-05-23;18.85;;47.25;5.889;
2012-05-24;19.567;0.5;59.333;4.69;0.256
2012-05-25;8.3;;52.667;3.048;
2012-05-26;7.2;;45.375;3.289;
2012-05-27;12.762;;38.75;5.072;
2012-05-28;14.112;0.0;47.5;4.663;0.0
2012-05-29;18.262;;40.375;6.48;
2012-05-30;20.788;;34.0;8.034;
2012-05-31;22.3;;34.125;8.558;
2012-06-01;24.712;;35.875;9.508;
2012-06-02;24.225;;40.875;8.596;
2012-06-03;23.588;;47.125;7.489;
2012-06-04;23.875;;43.75;8.062;
2012-06-05;25.425;;35.25;9.878;
2012-06-06;25.088;;37.625;9.389;
2012-06-07;18.312;0.0;56.25;4.924;0.0
2012-06-08;18.438;;50.875;5.561;
2012-06-09;21.525;;52.75;6.137;
2012-06-10;26.075;;40.5;9.313;
2012-06-11;26.088;;38.5;9.631;
2012-06-12;19.55;6.3;77.125;2.724;3.223
2012-06-13;23.838;;56.25;6.261;
2012-06-14;23.662;;54.25;6.5;
2012-06-15;20.2;7.0;78.25;2.666;3.465
2012-06-16;20.5;;68.25;3.944;
2012-06-17;22.688;;59.0;5.594;
2012-06-18;23.55;2.0;63.125;5.215;0.849
2012-06-19;22.688;6.0;73.0;3.684;2.645
2012-06-20;20.762;4.0;53.625;5.827;1.927
2012-06-21;20.625;;47.0;6.62;
2012-06-22;22.6;;41.25;7.987;
2012-06-23;24.625;;43.75;8.311;
2012-06-24;25.525;;43.375;8.673;
2012-06-25;23.8;;37.125;8.984;
2012-06-26;23.938;;32.75;9.663;
2012-06-27;25.129;;40.0;9.046;
2012-06-28;23.262;;52.875;6.586;
2012-06-29;22.312;;46.25;7.219;
2012-06-30;23.512;;55.75;6.248;
2012-07-01;21.75;0.5;67.625;4.109;0.23
2012-07-02;20.55;0.8;73.625;3.177;0.389
2012-07-03;21.725;;71.875;3.565;
2012-07-04;24.638;;58.875;5.884;
2012-07-05;24.588;;60.625;5.622;
2012-07-06;23.0;;75.125;3.328;
2012-07-07;20.638;;80.375;2.373;
2012-07-08;20.588;;60.25;4.797;
2012-07-09;18.675;;48.625;5.69;
2012-07-10;19.088;;44.375;6.278;
2012-07-11;20.243;;44.857;6.554;
2012-07-12;23.2;;48.4;6.961;
2012-07-13;25.486;;49.714;7.442;
2012-07-14;25.475;;48.875;7.563;
2012-07-15;24.712;;44.25;8.0;
2012-07-16;22.825;;42.25;7.67;
2012-07-17;23.088;;44.375;7.469;
2012-07-18;24.188;;40.125;8.411;
2012-07-19;25.529;;41.857;8.619;
2012-07-20;27.938;;47.25;8.583;
2012-07-21;27.775;;45.25;8.854;
2012-07-22;27.362;;50.625;7.861;
2012-07-23;27.562;;35.25;10.387;
2012-07-24;25.75;;51.25;7.291;
2012-07-25;24.75;;66.25;4.85;
2012-07-26;24.375;;54.625;6.423;
2012-07-27;25.025;;46.625;7.756;
2012-07-28;24.237;;55.125;6.317;
2012-07-29;23.35;;57.25;5.803;
2012-07-30;24.312;;58.125;5.913;
2012-07-31;25.371;0.3;56.571;6.398;0.118
2012-08-01;25.788;;53.5;6.964;
2012-08-02;22.629;1.0;68.429;4.159;0.442
2012-08-03;18.1;62.0;82.5;1.888;34.254
2012-08-04;19.55;;55.0;5.186;
2012-08-05;19.671;1.0;62.571;4.337;0.508
2012-08-06;17.375;;62.75;3.884;
2012-08-07;21.371;;52.143;5.975;
2012-08-08;21.825;;55.875;5.618;
2012-08-09;18.212;4.0;79.875;2.182;2.196
2012-08-10;19.338;14.0;70.75;3.339;7.24
2012-08-11;22.6;;60.0;5.262;
2012-08-12;24.212;;59.5;5.695;
2012-08-13;21.825;0.0;77.375;2.88;0.0
2012-08-14;19.212;;61.625;4.356;
2012-08-15;16.225;5.0;68.5;3.108;3.082
2012-08-16;14.612;0.3;59.125;3.724;0.205
2012-08-17;13.875;;57.0;3.773;
2012-08-18;14.088;;60.625;3.493;
2012-08-19;14.238;;60.625;3.52;
2012-08-20;16.962;;52.875;4.818;
2012-08-21;19.8;1.0;61.714;4.462;0.505
2012-08-22;15.457;;76.429;2.24;
2012-08-23;13.725;;55.75;3.853;
2012-08-24;12.45;1.0;62.125;3.084;0.803
2012-08-25;12.95;3.0;85.25;1.233;2.317
2012-08-26;13.4;1.5;89.0;0.942;1.119
2012-08-27;14.875;2.3;83.5;1.523;1.546
2012-08-28;16.575;;69.625;3.049;
2012-08-29;14.638;;81.25;1.711;
2012-08-30;15.025;1.0;82.75;1.605;0.666
2012-08-31;16.087;0.3;69.875;2.953;0.186
2012-09-01;17.488;;65.125;3.777;
2012-09-02;19.843;;57.0;5.188;
2012-09-03;20.012;;48.0;6.322;
2012-09-04;14.712;0.3;56.625;4.104;0.204
2012-09-05;12.129;0.3;61.143;3.214;0.247
2012-09-06;10.3;1.0;68.625;2.346;0.971
2012-09-07;12.729;;61.429;3.294;
2012-09-08;15.8;;52.0;4.794;
2012-09-09;16.425;;51.0;5.045;
2012-09-10;17.3;;51.75;5.18;
2012-09-11;18.883;;44.5;6.413;
2012-09-12;20.912;;43.875;7.099;
2012-09-13;17.0;;58.625;4.379;
2012-09-14;13.862;6.0;72.75;2.469;4.328
2012-09-15;11.488;8.3;72.75;2.177;7.225
2012-09-16;9.475;3.3;79.5;1.462;
2012-09-17;9.725;0.9;80.375;1.42;
2012-09-18;15.6;3.5;74.75;2.497;2.244
2012-09-19;14.6;1.0;76.0;2.258;0.685
2012-09-20;9.1;1.0;82.125;1.247;
2012-09-21;9.388;0.3;80.625;1.375;
2012-09-22;9.3;;79.5;1.447;
2012-09-23;9.962;;75.75;1.779;
2012-09-24;8.45;4.0;84.0;1.074;
2012-09-25;7.812;;73.0;1.744;
2012-09-26;10.25;;67.5;2.423;
2012-09-27;12.125;;60.375;3.277;
2012-09-28;11.15;;59.333;3.189;
2012-09-29;8.375;;71.25;1.921;
2012-09-30;7.188;;72.25;1.725;
2012-10-01;8.425;;73.5;1.719;
2012-10-02;11.325;;73.25;2.049;
2012-10-03;12.3;;74.286;2.077;
2012-10-04;12.017;1.3;64.0;2.864;1.082
2012-10-05;6.125;0.3;70.875;1.638;
2012-10-06;3.912;1.1;84.625;0.746;
2012-10-07;5.638;0.3;79.0;1.145;
2012-10-08;7.212;8.5;89.875;0.61;
2012-10-09;9.075;0.3;79.375;1.391;
2012-10-10;5.112;0.3;69.875;1.586;
2012-10-11;0.45;;64.125;1.349;
2012-10-12;1.175;;66.25;1.343;
2012-10-13;-0.475;;65.875;1.192;
2012-10-14;0.838;;59.5;1.57;
2012-10-15;3.912;;46.875;2.579;
2012-10-16;5.7;;45.875;2.962;
2012-10-17;6.362;;44.25;3.184;
2012-10-18;1.562;;60.75;1.608;
2012-10-19;1.3;;63.0;1.486;
2012-10-20;4.175;8.3;80.75;0.951;
2012-10-21;8.012;11.0;89.0;0.696;
2012-10-22;3.825;5.0;84.375;0.754;
2012-10-23;1.312;4.0;91.125;0.357;
2012-10-24;-4.9;1.3;79.875;0.472;
2012-10-25;-5.888;0.6;79.0;0.445;
2012-10-26;-6.225;0.0;79.375;0.422;
2012-10-27;-6.225;0.0;74.875;0.514;
2012-10-28;-2.3;0.1;85.625;0.43;
2012-10-29;0.925;0.1;77.0;0.898;
2012-10-30;4.288;0.0;63.75;1.805;
2012-10-31;1.15;0.0;64.375;1.415;
2012-11-01;-2.362;1.0;72.375;0.849;
2012-11-02;-2.45;0.0;72.0;0.854;
2012-11-03;0.538;0.0;57.625;1.658;
2012-11-04;-0.15;0.3;80.0;0.741;
2012-11-05;-4.05;3.0;86.5;0.356;
2012-11-06;-3.537;2.5;91.125;0.245;
2012-11-07;-11.375;2.4;84.125;0.177;
2012-11-08;-15.475;2.0;79.125;0.114;
2012-11-09;-14.263;0.4;82.5;0.121;
2012-11-10;-5.762;2.0;79.75;0.45;
2012-11-11;-1.35;0.4;87.875;0.407;
2012-11-12;-1.0;9.0;88.429;0.4;
2012-11-13;-2.625;6.0;91.375;0.259;
2012-11-14;-7.438;1.3;86.125;0.257;
2012-11-15;-1.388;3.7;84.75;0.51;
2012-11-16;-1.25;7.0;94.0;0.203;
2012-11-17;-3.475;1.4;87.0;0.361;
2012-11-18;-1.429;8.0;95.429;0.152;
2012-11-19;-2.26;1.7;93.6;0.199;
2012-11-20;-9.25;0.3;87.0;0.193;
2012-11-21;-10.138;2.2;88.5;0.152;
2012-11-22;-4.512;3.0;89.5;0.264;
2012-11-23;-9.575;1.4;86.75;0.189;
2012-11-24;-9.95;2.9;89.25;0.146;
2012-11-25;-2.338;9.0;96.375;0.112;
2012-11-26;-12.488;4.1;82.0;0.169;
2012-11-27;-18.5;0.8;84.25;0.04;
2012-11-28;-20.375;0.0;82.875;0.022;
2012-11-29;-15.762;0.6;77.5;0.115;
2012-11-30;-16.838;5.0;84.25;0.063;
2012-12-01;-22.525;1.3;81.0;0.007;
2012-12-02;-19.512;1.7;81.75;0.032;
2012-12-03;-17.025;0.3;83.0;0.063;
2012-12-04;-15.1;0.0;80.0;0.114;
2012-12-05;-11.338;7.7;87.375;0.137;
2012-12-06;-18.1;0.0;83.5;0.046;
2012-12-07;-13.875;0.0;83.875;0.116;
2012-12-08;-11.712;0.5;86.875;0.135;
2012-12-09;-15.6;0.8;87.5;0.064;
2012-12-10;-23.833;0.4;78.0;0.002;
2012-12-11;-32.225;0.9;72.625;0.083;
2012-12-12;-34.512;0.0;68.75;0.164;
2012-12-13;-35.138;0.0;68.0;0.191;
2012-12-14;-36.425;0.0;66.5;0.254;
2012-12-15;-35.038;0.0;67.75;0.189;
2012-12-16;-35.2;;67.0;0.199;
2012-12-17;-33.343;0.0;69.429;0.124;
2012-12-18;-36.3;0.0;66.75;0.247;
2012-12-19;-33.7;0.0;68.625;0.138;
2012-12-20;-28.462;0.5;74.625;0.018;
2012-12-21;-29.375;0.0;74.125;0.029;
2012-12-22;-25.175;0.0;77.875;0.0;
2012-12-23;-25.925;0.7;76.375;0.001;
2012-12-24;-21.812;2.0;78.125;0.013;
2012-12-25;-26.512;0.0;76.125;0.003;
2012-12-26;-24.5;0.0;73.875;0.0;
2012-12-27;-22.975;0.0;75.625;0.006;
2012-12-28;-16.9;1.0;75.625;0.093;
2012-12-29;-9.862;5.0;83.125;0.225;
2012-12-30;-12.125;2.2;87.625;0.119;
2012-12-31;-14.275;0.0;87.875;0.081;
2013-01-01;-15.988;0.0;83.25;0.079;
2013-01-02;-17.038;0.0;83.375;0.061;
2013-01-03;-13.162;0.4;89.75;0.083;
2013-01-04;-16.175;0.0;84.875;0.068;
2013-01-05;-16.812;0.0;82.5;0.068;
2013-01-06;-17.15;0.3;83.25;0.06;
2013-01-07;-20.788;1.0;82.0;0.019;
2013-01-08;-23.975;0.6;79.5;0.001;
2013-01-09;-27.812;0.0;75.375;0.011;
2013-01-10;-17.525;5.0;84.875;0.049;
2013-01-11;-19.762;0.9;82.75;0.027;
2013-01-12;-18.875;0.0;82.75;0.038;
2013-01-13;-10.438;3.0;82.0;0.222;
2013-01-14;-10.912;1.0;80.75;0.222;
2013-01-15;-4.05;2.0;81.875;0.462;
2013-01-16;-9.088;2.4;86.5;0.198;
2013-01-17;-16.538;1.2;79.375;0.086;
2013-01-18;-22.375;0.4;75.375;0.01;
2013-01-19;-19.438;2.8;80.625;0.035;
2013-01-20;-17.625;2.0;82.5;0.055;
2013-01-21;-12.988;2.6;88.25;0.098;
2013-01-22;-12.35;0.6;88.875;0.103;
2013-01-23;-4.225;5.0;88.5;0.288;
2013-01-24;-6.45;2.1;78.375;0.432;
2013-01-25;-6.5;6.0;88.125;0.236;
2013-01-26;0.562;1.3;86.25;0.522;
2013-01-27;-13.738;1.0;75.625;0.18;
2013-01-28;-22.05;0.4;79.625;0.01;
2013-01-29;-24.35;0.0;77.375;0.001;
2013-01-30;-19.625;0.8;77.125;0.038;
2013-01-31;-18.462;0.7;80.875;0.047;
2013-02-01;-11.175;0.9;76.875;0.284;
2013-02-02;-10.714;0.0;70.571;0.386;
2013-02-03;-11.9;0.0;64.25;0.394;
2013-02-04;-12.117;0.3;75.5;0.261;
2013-02-05;-8.625;1.3;86.625;0.231;
2013-02-06;-12.238;2.9;87.0;0.136;
2013-02-07;-17.112;0.0;86.625;0.053;
2013-02-08;-20.338;0.0;76.0;0.034;
2013-02-09;-22.275;0.0;75.875;0.012;
2013-02-10;-14.487;0.9;80.375;0.139;
2013-02-11;-8.925;10.8;88.625;0.189;
2013-02-12;-14.314;0.0;85.857;0.104;
2013-02-13;-15.275;0.0;84.75;0.093;
2013-02-14;-10.575;5.0;89.25;0.144;
2013-02-15;-18.338;1.2;77.125;0.065;
2013-02-16;-21.8;0.0;75.75;0.016;
2013-02-17;-16.838;2.3;82.0;0.077;
2013-02-18;-17.188;0.7;81.25;0.074;
2013-02-19;-15.488;0.0;79.375;0.12;
2013-02-20;-15.575;0.0;75.75;0.138;
2013-02-21;-11.538;0.0;61.625;0.447;
2013-02-22;-7.175;0.5;85.375;0.299;
2013-02-23;-11.362;0.4;78.375;0.259;
2013-02-24;-10.988;2.3;83.5;0.208;
2013-02-25;-16.525;0.3;79.5;0.095;
2013-02-26;-16.8;3.0;83.5;0.071;
2013-02-27;-15.35;0.2;63.0;0.221;
2013-02-28;-8.6;0.0;68.0;0.553;
2013-03-01;-11.388;1.0;71.625;0.305;
2013-03-02;-13.0;0.3;68.0;0.268;
