дата;температура;осадки;влажность;испаряемость;ГТК
2013-03-03;-0.712;5.8;82.375;0.604;
2013-03-04;-1.6;0.0;80.375;0.624;
2013-03-05;-11.775;0.5;67.125;0.334;
2013-03-06;-14.488;3.0;67.625;0.208;
2013-03-07;-10.65;1.3;78.75;0.254;
2013-03-08;-11.7;4.0;83.625;0.168;
2013-03-09;-5.2;3.8;75.25;0.563;
2013-03-10;-12.238;0.0;71.5;0.27;
2013-03-11;-14.95;0.0;72.25;0.163;
2013-03-12;-9.85;0.0;56.375;0.581;
2013-03-13;-4.45;1.1;73.5;0.65;
2013-03-14;0.225;0.3;77.0;0.85;
2013-03-15;-0.457;2.9;75.143;0.869;
2013-03-16;-6.438;0.0;58.625;0.828;
2013-03-17;-2.1;0.2;73.714;0.8;
2013-03-18;-0.525;0.0;67.375;1.135;
2013-03-19;-0.162;0.0;79.375;0.739;
2013-03-20;-9.3;0.0;49.375;0.725;
2013-03-21;-9.2;0.0;61.0;0.565;
2013-03-22;-8.375;0.0;70.5;0.473;
2013-03-23;-5.038;1.0;75.375;0.57;
2013-03-24;-4.562;2.1;81.875;0.44;
2013-03-25;-7.438;0.0;56.125;0.786;
2013-03-26;-6.143;0.0;45.429;1.127;
2013-03-27;-4.85;0.0;64.375;0.84;
2013-03-28;-0.9;3.5;80.5;0.658;
2013-03-29;-2.25;0.0;72.125;0.838;
2013-03-30;0.95;0.0;64.875;1.373;
2013-03-31;0.325;4.0;88.875;0.414;
2013-04-01;-4.3;1.0;65.75;0.881;
2013-04-02;-4.275;0.6;76.75;0.599;
2013-04-03;-3.25;0.2;79.875;0.571;
2013-04-04;-1.838;2.0;78.75;0.684;
2013-04-05;0.462;0.4;66.625;1.298;
2013-04-06;-1.062;0.0;66.5;1.152;
2013-04-07;-0.325;0.0;69.875;1.101;
2013-04-08;7.125;0.3;60.125;2.469;
2013-04-09;9.062;0.0;48.375;3.594;
2013-04-10;5.888;0.0;70.375;1.696;
2013-04-11;4.462;0.0;63.0;1.927;
2013-04-12;1.713;0.0;41.0;2.526;
2013-04-13;3.512;0.0;48.625;2.506;
2013-04-14;2.975;0.0;44.25;2.618;
2013-04-15;2.65;0.0;37.625;2.861;
2013-04-16;1.237;0.0;42.625;2.37;
2013-04-17;3.438;0.0;39.125;2.954;
2013-04-18;2.212;1.2;76.875;1.027;
2013-04-19;3.3;0.0;82.125;0.859;
2013-04-20;2.9;0.3;81.125;0.882;
2013-04-21;3.312;0.0;79.75;0.974;
2013-04-22;6.9;0.0;75.0;1.526;
2013-04-23;11.362;0.6;57.0;3.411;0.528
2013-04-24;14.938;0.0;46.125;5.156;0.0
2013-04-25;10.688;0.0;71.5;2.178;0.0
2013-04-26;7.488;0.0;54.75;2.866;
2013-04-27;10.475;0.0;49.625;3.804;0.0
2013-04-28;13.375;0.4;65.125;3.082;0.299
2013-04-29;8.912;6.0;75.875;1.665;
2013-04-30;11.238;10.0;80.25;1.556;8.899
2013-05-01;6.25;2.3;71.625;1.609;
2013-05-02;7.625;3.0;72.125;1.723;
2013-05-03;9.8;0.3;56.625;3.05;
2013-05-04;7.367;0.4;68.5;1.916;
2013-05-05;7.112;3.3;68.875;1.864;
2013-05-06;6.412;0.5;72.75;1.561;
2013-05-07;10.075;0.0;61.0;2.786;0.0
2013-05-08;15.95;1.0;50.75;4.795;0.627
2013-05-09;15.4;0.8;51.625;4.585;0.519
2013-05-10;12.962;4.0;57.25;3.577;3.086
2013-05-11;5.475;2.0;64.625;1.908;
2013-05-12;4.35;15.8;87.875;0.606;
2013-05-13;1.438;1.1;75.75;0.984;
2013-05-14;5.262;2.0;70.0;1.595;
2013-05-15;10.075;0.3;51.875;3.438;0.298
2013-05-16;7.012;0.0;53.125;2.789;
2013-05-17;7.312;0.0;43.75;3.41;
2013-05-18;6.3;6.0;80.25;1.123;
2013-05-19;7.4;5.4;75.571;1.489;
2013-05-20;7.2;5.0;71.125;1.738;
2013-05-21;7.062;5.0;73.125;1.604;
2013-05-22;10.487;1.6;73.25;1.956;1.526
2013-05-23;10.071;11.0;85.0;1.071;10.922
2013-05-24;9.614;3.0;73.714;1.829;
2013-05-25;5.925;0.0;49.375;2.811;
2013-05-26;9.238;0.0;39.0;4.152;
2013-05-27;15.562;0.0;38.375;5.887;0.0
2013-05-28;14.825;;53.375;4.294;
2013-05-29;7.212;;50.5;2.982;
2013-05-30;11.375;;48.625;3.947;
2013-05-31;10.862;;64.5;2.651;
2013-06-01;7.812;;64.125;2.318;
2013-06-02;6.25;;56.75;2.534;
2013-06-03;7.15;;53.0;2.915;
2013-06-04;10.275;;60.5;2.949;
2013-06-05;11.612;;58.75;3.318;
2013-06-06;13.05;;60.375;3.442;
2013-06-07;16.562;;48.0;5.39;
2013-06-08;20.562;;43.125;7.084;
2013-06-09;21.262;;43.125;7.303;
2013-06-10;18.412;;70.125;3.378;
2013-06-11;15.25;;74.875;2.442;
2013-06-12;15.225;;77.75;2.16;
2013-06-13;15.688;;81.375;1.85;
2013-06-14;17.662;;68.875;3.399;
2013-06-15;18.112;;68.125;3.555;
2013-06-16;11.825;;70.25;2.421;
2013-06-17;10.812;;82.125;1.376;
2013-06-18;13.15;;79.75;1.768;
2013-06-19;17.757;;66.857;3.635;
2013-06-20;17.388;;70.125;3.221;
2013-06-21;20.038;;60.25;4.838;
2013-06-22;22.688;;55.875;6.021;
2013-06-23;17.862;;48.875;5.636;
2013-06-24;15.95;;44.875;5.546;
2013-06-25;15.975;;53.125;4.722;
2013-06-26;18.362;;50.5;5.585;
2013-06-27;19.062;;42.25;6.727;
2013-06-28;17.262;;66.75;3.563;
2013-06-29;14.388;;67.875;2.99;
2013-06-30;12.788;;63.25;3.149;
2013-07-01;10.938;;77.875;1.659;
2013-07-02;13.875;;72.0;2.457;
2013-07-03;16.988;;61.25;3.967;
2013-07-04;20.429;;53.857;5.529;
2013-07-05;19.95;;55.0;5.279;
2013-07-06;20.275;;59.5;4.82;
2013-07-07;20.975;;60.75;4.817;
2013-07-08;18.525;;74.0;2.86;
2013-07-09;17.1;;58.25;4.297;
2013-07-10;17.7;;69.75;3.203;
2013-07-11;18.65;;56.5;4.812;
2013-07-12;20.1;;53.5;5.492;
2013-07-13;21.275;;51.0;6.093;
2013-07-14;23.625;;47.0;7.276;
2013-07-15;25.075;;47.25;7.68;
2013-07-16;22.95;;65.75;4.572;
2013-07-17;19.725;;79.75;2.352;
2013-07-18;22.375;;67.5;4.235;
2013-07-19;21.975;;65.5;4.42;
2013-07-20;23.15;;58.25;5.62;
2013-07-21;22.775;;65.25;4.605;
2013-07-22;23.65;;63.75;4.982;
2013-07-23;19.95;;85.0;1.76;
2013-07-24;20.575;;82.5;2.111;
2013-07-25;21.675;;74.75;3.194;
2013-07-26;20.025;;82.75;2.031;
2013-07-27;20.7;;78.5;2.607;
2013-07-28;21.325;;72.75;3.396;
2013-07-29;21.7;;72.5;3.482;
2013-07-30;20.775;;70.25;3.62;
2013-07-31;18.55;;81.75;2.01;
2013-08-01;17.675;;80.75;2.036;
2013-08-02;19.925;;72.5;3.223;
2013-08-03;20.45;;72.25;3.328;
2013-08-04;19.25;;79.75;2.302;
2013-08-05;21.05;;74.25;3.171;
2013-08-06;19.3;;87.25;1.453;
2013-08-07;21.55;;75.5;3.083;
2013-08-08;21.25;;78.5;2.67;
2013-08-09;19.525;;88.75;1.295;
2013-08-10;19.55;;86.25;1.585;
2013-08-11;21.625;;78.5;2.714;
2013-08-12;18.975;;83.75;1.825;
2013-08-13;18.5;;87.25;1.401;
2013-08-14;18.45;;88.0;1.315;
2013-08-15;17.45;;72.75;2.851;
2013-08-16;15.725;;67.25;3.154;
2013-08-17;15.6;;61.0;3.733;
2013-08-18;15.65;;66.75;3.19;
2013-08-19;18.75;;68.5;3.501;
2013-08-20;18.15;;85.5;1.568;
2013-08-21;16.725;;72.75;2.755;
2013-08-22;13.1;;69.25;2.592;
2013-08-23;13.55;;64.25;3.085;
2013-08-24;17.225;;63.75;3.753;
2013-08-25;18.6;;60.0;4.415;
2013-08-26;17.675;;70.0;3.172;
2013-08-27;17.275;;86.25;1.427;
2013-08-28;19.075;;79.75;2.284;
2013-08-29;20.35;;75.5;2.926;
2013-08-30;19.6;;65.0;4.042;
2013-08-31;11.725;;78.0;1.723;
2013-09-01;13.4;;86.75;1.172;
2013-09-02;16.325;;82.25;1.819;
2013-09-03;19.425;;69.75;3.582;
2013-09-04;19.25;;71.5;3.348;
2013-09-05;18.825;;70.25;3.428;
2013-09-06;14.25;;60.0;3.697;
2013-09-07;11.7;;58.25;3.374;
2013-09-08;10.7;;62.75;2.848;
2013-09-09;11.725;;70.5;2.387;
2013-09-10;13.325;;64.0;3.173;
2013-09-11;12.15;;76.25;1.967;
2013-09-12;9.775;;64.5;2.576;
2013-09-13;7.65;;65.75;2.191;
2013-09-14;10.475;;59.75;3.039;
2013-09-15;7.875;;85.25;0.956;
2013-09-16;5.775;;84.25;0.895;
2013-09-17;5.15;;79.0;1.145;
2013-09-18;3.925;;85.75;0.715;
2013-09-19;4.825;;85.75;0.761;
2013-09-20;3.6;;91.0;0.442;
2013-09-21;4.825;;75.25;1.321;
2013-09-22;5.075;;76.75;1.262;
2013-09-23;8.425;;63.75;2.43;
2013-09-24;12.575;;56.5;3.685;
2013-09-25;13.425;;54.0;4.075;
2013-09-26;9.5;;77.75;1.589;
2013-09-27;5.45;;77.5;1.252;
2013-09-28;8.375;;89.25;0.718;
2013-09-29;2.8;;86.75;0.614;
2013-09-30;6.25;;79.25;1.216;
2013-10-01;10.4;0.0;71.0;2.11;0.0
2013-10-02;6.367;5.0;79.667;1.162;
2013-10-03;6.125;2.0;75.0;1.406;
2013-10-04;3.1;0.5;70.0;1.375;
2013-10-05;-0.05;0.0;84.75;0.551;
2013-10-06;2.5;0.0;70.25;1.306;
2013-10-07;4.125;4.5;92.5;0.369;
2013-10-08;3.625;1.4;85.75;0.678;
2013-10-09;5.575;0.4;77.5;1.221;
2013-10-10;1.975;4.0;81.5;0.782;
2013-10-11;-1.167;0.0;61.0;1.286;
2013-11-20;-1.0;2.0;87.333;0.438;
2013-11-21;-3.125;0.0;77.5;0.646;
2013-11-22;-2.312;0.3;85.25;0.456;
2013-11-23;-2.05;0.0;77.5;0.711;
2013-11-24;-2.188;0.0;86.0;0.437;
2013-11-25;-3.425;0.0;85.25;0.412;
2013-11-26;-4.3;0.0;86.375;0.35;
2013-11-27;-4.438;0.0;84.25;0.4;
2013-11-28;-2.388;0.0;77.25;0.698;
2013-11-29;1.95;0.0;73.0;1.177;
2013-11-30;2.438;2.0;88.875;0.503;
2013-12-01;0.312;0.7;88.5;0.428;
2013-12-02;-0.588;9.0;88.5;0.398;
2013-12-03;-2.85;0.5;78.75;0.605;
2013-12-04;-0.55;1.2;80.5;0.677;
2013-12-05;0.6;3.5;83.375;0.633;
2013-12-06;-5.262;0.0;76.25;0.537;
2013-12-07;-3.275;0.5;77.0;0.63;
2013-12-08;-6.025;0.0;84.125;0.332;
2013-12-09;-7.075;0.3;92.25;0.145;
2013-12-10;-7.95;0.0;82.0;0.304;
2013-12-11;-5.988;0.0;85.0;0.315;
2013-12-12;-4.975;0.6;84.75;0.355;
2013-12-13;-7.862;2.0;73.75;0.448;
2013-12-14;-3.912;2.0;75.25;0.639;
2013-12-15;-1.462;0.4;66.5;1.078;
2013-12-16;0.088;3.0;86.375;0.498;
2013-12-17;-5.85;2.0;80.5;0.415;
2013-12-18;-11.057;0.0;75.0;0.282;
2013-12-19;-11.975;3.0;83.125;0.166;
2013-12-20;-3.8;2.2;89.25;0.281;
2013-12-21;-3.325;0.6;90.625;0.256;
2013-12-22;-18.4;2.2;80.375;0.05;
2013-12-23;-24.683;0.0;81.333;0.0;
2013-12-24;-21.275;0.0;81.5;0.015;
2013-12-25;-15.675;0.0;83.25;0.085;
2013-12-26;-6.65;1.0;87.25;0.249;
2013-12-27;-3.7;0.3;86.75;0.349;
2013-12-28;-6.762;0.5;85.625;0.278;
2013-12-29;-6.188;0.8;85.5;0.298;
2013-12-30;-5.138;2.2;89.25;0.246;
2013-12-31;-7.25;0.0;80.625;0.354;
2014-01-01;-7.5;11.0;88.75;0.2;
2014-01-02;-9.862;6.0;85.375;0.195;
2014-01-03;-7.738;6.0;90.625;0.162;
2014-01-04;-19.612;3.9;79.0;0.035;
2014-01-05;-29.388;0.5;80.25;0.022;
2014-01-06;-25.562;2.4;82.5;0.0;
2014-01-07;-16.962;1.3;75.125;0.093;
2014-01-08;-15.912;0.0;69.125;0.148;
2014-01-09;-14.712;0.3;75.125;0.153;
2014-01-10;-10.212;3.5;87.125;0.163;
2014-01-11;-6.95;8.0;86.5;0.255;
2014-01-12;-10.575;0.0;82.625;0.21;
2014-01-13;-13.7;0.0;85.625;0.107;
2014-01-14;-10.014;3.0;87.714;0.16;
2014-01-15;-7.25;1.1;86.625;0.245;
2014-01-16;-3.8;0.2;79.125;0.545;
2014-01-17;-5.925;2.4;88.125;0.251;
2014-01-18;-9.7;2.3;83.375;0.226;
2014-01-19;-7.5;0.0;71.25;0.511;
2014-01-20;-4.325;0.5;80.25;0.49;
2014-01-21;-10.338;0.2;70.5;0.368;
2014-01-22;-18.975;0.5;74.0;0.055;
2014-01-23;-18.512;0.0;75.875;0.059;
2014-01-24;-17.25;0.3;80.375;0.068;
2014-01-25;-20.075;2.2;79.625;0.029;
2014-01-26;-28.3;0.0;80.5;0.012;
2014-01-27;-19.825;3.0;83.125;0.026;
2014-01-28;-21.975;1.0;82.5;0.009;
2014-01-29;-22.362;0.0;81.5;0.007;
2014-01-30;-28.25;0.0;84.0;0.01;
2014-01-31;-28.688;0.4;84.625;0.012;
2014-02-01;-27.271;1.0;84.714;0.005;
2014-02-02;-29.5;0.0;82.5;0.023;
2014-02-03;-29.688;0.0;82.25;0.025;
2014-02-04;-27.825;0.0;80.25;0.01;
2014-02-05;-24.938;0.0;82.625;0.0;
2014-02-06;-23.486;0.0;83.714;0.002;
2014-02-07;-20.675;0.0;74.375;0.031;
2014-02-08;-16.775;0.0;73.5;0.115;
2014-02-09;-16.55;0.0;73.625;0.121;
2014-02-10;-17.512;0.0;77.125;0.082;
2014-02-11;-20.0;0.0;82.375;0.028;
2014-02-12;-20.9;0.0;80.571;0.021;
2014-02-13;-20.988;0.0;83.125;0.017;
2014-02-14;-21.938;0.0;79.125;0.013;
2014-02-15;-19.675;0.4;79.875;0.037;
2014-02-16;-20.738;0.0;78.714;0.025;
2014-02-17;-16.625;1.0;81.375;0.084;
2014-02-18;-9.462;8.0;83.875;0.25;
2014-02-19;-8.225;1.6;84.625;0.278;
2014-02-20;-4.675;4.0;86.25;0.365;
2014-02-21;-3.725;0.4;80.75;0.56;
2014-02-22;-4.262;6.0;89.125;0.301;
2014-02-23;-22.688;3.7;75.5;0.008;
2014-02-24;-24.7;0.0;74.625;0.0;
2014-02-25;-19.262;0.0;66.875;0.07;
2014-02-26;-15.288;0.7;72.0;0.17;
2014-02-27;-12.275;1.0;74.0;0.271;
2014-02-28;-9.312;1.4;83.75;0.257;
2014-03-01;-9.088;1.4;84.625;0.226;
2014-03-02;-14.112;0.0;79.75;0.139;
2014-03-03;-8.012;2.4;84.75;0.256;
2014-03-04;-8.575;1.0;83.5;0.258;
2014-03-05;-11.475;0.0;81.25;0.199;
2014-03-06;-9.925;0.0;77.625;0.295;
2014-03-07;-5.5;0.0;61.375;0.853;
2014-03-08;-11.562;0.0;79.75;0.212;
2014-03-09;-12.775;0.4;81.875;0.157;
2014-03-10;-10.35;0.0;78.5;0.268;
2014-03-11;-5.8;4.4;85.25;0.316;
2014-03-12;-1.762;0.5;76.875;0.725;
2014-03-13;-1.438;0.0;70.0;0.967;
2014-03-14;0.388;2.0;69.25;1.151;
2014-03-15;0.75;0.4;76.625;0.9;
2014-03-16;-0.438;2.0;79.375;0.723;
2014-03-17;-0.888;0.0;78.875;0.713;
2014-03-18;2.212;0.0;56.125;1.887;
2014-03-19;3.525;0.4;66.375;1.589;
2014-03-20;3.288;0.5;69.625;1.411;
2014-03-21;0.788;0.0;67.625;1.25;
2014-03-22;1.475;0.0;64.75;1.435;
2014-03-23;1.425;0.0;67.875;1.303;
2014-03-24;0.425;2.0;67.5;1.22;
2014-03-25;-0.175;0.0;63.625;1.302;
2014-03-26;1.612;1.4;83.625;0.673;
2014-03-27;2.3;0.5;81.5;0.801;
2014-03-28;-1.488;0.9;70.0;0.963;
2014-03-29;0.837;0.0;60.75;1.521;
2014-03-30;6.562;0.5;64.625;2.046;
2014-03-31;6.825;0.4;68.625;1.845;
2014-04-01;12.588;0.0;49.125;4.313;0.0
2014-04-02;10.662;0.0;58.25;3.186;0.0
2014-04-03;8.35;0.0;58.375;2.778;
2014-04-04;5.575;0.0;63.75;2.033;
2014-04-05;3.462;0.0;72.625;1.331;
2014-04-06;2.488;0.0;59.875;1.819;
2014-04-07;5.312;0.0;62.5;2.067;
2014-04-08;3.875;2.1;75.75;1.213;
2014-04-09;7.912;1.0;53.625;3.014;
2014-04-10;8.312;0.6;57.625;2.821;
2014-04-11;2.362;7.0;75.75;1.089;
2014-04-12;-3.438;0.0;53.125;1.308;
2014-04-13;-1.425;0.0;48.25;1.726;
2014-04-14;2.062;0.0;53.125;2.06;
2014-04-15;5.775;0.0;42.25;3.282;
2014-04-16;6.625;0.0;48.5;3.09;
2014-04-17;9.05;0.0;44.875;3.835;
2014-04-18;10.138;0.0;48.125;3.843;0.0
2014-04-19;12.275;0.6;43.875;4.679;0.489
2014-04-20;8.825;0.0;49.75;3.45;
2014-04-21;10.112;0.0;49.875;3.708;0.0
2014-04-22;0.262;2.0;68.125;1.221;
2014-04-23;1.9;0.0;34.125;2.86;
2014-04-24;7.275;0.0;36.125;3.992;
2014-04-25;12.888;0.0;26.625;6.32;0.0
2014-04-26;10.112;1.8;43.125;4.207;1.78
2014-04-27;7.438;0.3;39.875;3.796;
2014-04-28;0.788;0.0;60.5;1.576;
2014-04-29;1.462;1.3;70.375;1.245;
2014-04-30;2.412;3.0;85.0;0.676;
2014-05-01;12.475;0.0;53.125;3.822;0.0
2014-05-02;16.712;0.0;30.25;7.047;0.0
2014-05-03;18.425;0.0;29.5;7.719;0.0
2014-05-04;19.325;0.0;43.125;6.488;0.0
2014-05-05;15.025;0.0;46.25;5.0;0.0
2014-05-06;7.088;0.0;33.375;3.983;
2014-05-07;10.912;0.0;20.125;5.982;0.0
2014-05-08;11.825;0.0;29.5;5.551;0.0
2014-05-09;14.65;0.0;31.75;6.23;0.0
2014-05-10;6.788;0.0;41.0;3.462;
2014-05-11;4.938;0.0;44.375;2.895;
2014-05-12;11.3;0.0;41.625;4.466;0.0
2014-05-13;14.2;5.3;68.625;2.799;3.732
2014-05-14;12.0;0.8;65.125;2.772;0.667
2014-05-15;9.262;0.0;63.875;2.462;
2014-05-16;11.9;0.0;58.875;3.251;0.0
2014-05-17;12.012;3.0;67.125;2.615;2.497
2014-05-18;4.162;1.0;58.375;2.055;
2014-05-19;5.375;0.0;45.0;2.946;
2014-05-20;8.688;0.0;40.625;3.912;
2014-05-21;9.512;0.3;56.125;3.034;
2014-05-22;6.575;4.5;70.5;1.708;
2014-05-23;12.212;1.3;55.875;3.548;1.064
2014-05-24;15.3;4.3;70.125;2.817;2.81
2014-05-25;6.438;12.0;68.375;1.815;
2014-05-26;7.062;3.3;85.5;0.866;
2014-05-27;8.288;0.0;57.375;2.742;
2014-05-28;8.262;8.0;75.875;1.55;
2014-05-29;9.312;0.3;59.125;2.794;
2014-05-30;7.3;0.0;62.5;2.272;
2014-05-31;8.275;0.0;55.375;2.869;
2014-06-01;6.6;0.3;63.125;2.209;
2014-06-02;6.45;0.0;57.25;2.537;
2014-06-03;8.938;0.8;70.25;2.056;
2014-06-04;10.988;5.0;61.875;2.963;4.551
2014-06-05;9.525;0.0;52.75;3.379;
2014-06-06;11.725;0.0;56.125;3.551;0.0
2014-06-07;8.6;4.0;72.0;1.897;
2014-06-08;7.325;2.5;72.625;1.716;
2014-06-09;8.775;1.3;63.625;2.49;
2014-06-10;13.925;0.0;56.625;3.943;0.0
2014-06-11;17.662;0.0;50.0;5.46;0.0
2014-06-12;15.5;0.0;54.5;4.478;0.0
2014-06-13;17.412;0.0;45.875;5.842;0.0
2014-06-14;20.35;0.0;40.25;7.373;0.0
2014-06-15;23.0;0.0;31.75;9.435;0.0
2014-06-16;24.675;0.0;38.625;9.087;0.0
2014-06-17;23.975;0.0;58.0;6.044;0.0
2014-06-18;21.812;1.3;52.625;6.229;0.596
2014-06-19;20.538;0.0;54.25;5.692;0.0
2014-06-20;21.538;0.0;45.75;7.049;0.0
2014-06-21;23.325;0.0;38.375;8.635;0.0
2014-06-22;25.862;0.0;44.25;8.653;0.0
2014-06-23;26.012;0.0;43.875;8.763;0.0
2014-06-24;27.125;0.0;42.0;9.455;0.0
2014-06-25;27.762;0.0;42.875;9.542;0.0
2014-06-26;25.838;0.0;52.5;7.366;0.0
2014-06-27;25.312;0.0;48.125;7.879;0.0
2014-06-28;24.462;0.0;54.125;6.734;0.0
2014-06-29;23.375;0.0;54.625;6.371;0.0
2014-06-30;20.562;0.0;46.625;6.648;0.0
2014-07-01;21.038;0.0;52.25;5.876;0.0
2014-07-02;20.0;0.8;66.75;3.91;0.4
2014-07-03;19.125;12.0;65.0;3.957;6.275
2014-07-04;20.7;0.0;58.5;5.033;0.0
2014-07-05;21.5;0.8;51.625;6.073;0.372
2014-07-06;24.038;0.0;47.25;7.365;0.0
2014-07-07;26.012;0.0;39.0;9.217;0.0
2014-07-08;25.35;0.0;47.0;7.802;0.0
2014-07-09;22.862;0.0;58.0;5.587;0.0
2014-07-10;22.9;0.0;59.25;5.429;0.0
2014-07-11;27.262;0.0;50.25;7.89;0.0
2014-07-12;28.05;2.0;49.5;8.252;0.713
2014-07-13;23.988;0.3;58.75;5.748;0.125
2014-07-14;19.2;2.0;61.75;4.339;1.042
2014-07-15;20.512;0.0;46.125;6.48;0.0
2014-07-16;15.312;18.8;81.75;1.722;12.278
2014-07-17;15.138;3.0;71.375;2.678;1.982
2014-07-18;18.55;0.0;65.625;3.786;0.0
2014-07-19;22.675;0.0;54.375;6.021;0.0
2014-07-20;21.713;1.0;69.875;3.817;0.461
2014-07-21;26.175;0.0;55.75;6.729;0.0
2014-07-22;24.65;0.0;52.375;6.817;0.0
2014-07-23;22.638;4.0;55.0;5.93;1.767
2014-07-24;20.25;5.5;59.625;4.8;2.716
2014-07-25;17.888;2.0;66.375;3.591;1.118
2014-07-26;18.462;0.0;66.5;3.674;0.0
2014-07-27;15.6;5.3;80.25;1.89;3.397
2014-07-28;15.15;3.3;83.25;1.568;2.178
2014-07-29;16.612;10.3;71.0;2.916;6.2
2014-07-30;17.025;5.0;69.625;3.115;2.937
2014-07-31;16.85;0.0;66.625;3.394;0.0
2014-08-01;18.55;0.0;58.25;4.598;0.0
2014-08-02;19.688;0.0;56.625;5.029;0.0
2014-08-03;19.688;0.0;67.125;3.812;0.0
2014-08-04;21.212;0.0;54.5;5.642;0.0
2014-08-05;21.65;0.0;55.875;5.576;0.0
2014-08-06;21.9;0.0;55.125;5.731;0.0
2014-08-07;19.075;0.3;70.0;3.384;0.157
2014-08-08;13.312;0.0;66.875;2.823;0.0
2014-08-09;15.45;0.0;65.75;3.254;0.0
2014-08-10;21.0;3.3;62.25;4.638;1.571
2014-08-11;24.425;0.0;53.875;6.542;0.0
2014-08-12;24.612;0.0;55.625;6.342;0.0
2014-08-13;22.988;3.0;62.5;5.014;1.305
2014-08-14;21.25;0.3;72.875;3.369;0.141
2014-08-15;21.962;0.0;72.75;3.49;0.0
2014-08-16;20.788;0.0;61.5;4.687;0.0
2014-08-17;18.362;0.5;74.125;2.825;0.272
2014-08-18;22.262;0.0;55.375;5.788;0.0
2014-08-19;26.212;0.0;47.625;7.976;0.0
2014-08-20;21.588;0.0;55.5;5.608;0.0
2014-08-21;16.525;0.0;56.25;4.38;0.0
2014-08-22;18.025;0.0;64.0;3.87;0.0
2014-08-23;19.55;0.0;59.625;4.653;0.0
2014-08-24;21.825;0.0;58.5;5.283;0.0
2014-08-25;22.812;2.3;59.5;5.376;1.008
2014-08-26;18.425;0.5;81.875;1.985;0.271
2014-08-27;8.95;30.0;85.875;0.945;
2014-08-28;8.762;0.0;69.25;2.035;
2014-08-29;9.312;0.0;67.125;2.247;
2014-08-30;11.75;0.0;68.375;2.48;0.0
2014-08-31;19.238;0.0;49.5;5.738;0.0
2014-09-01;17.625;0.3;70.125;3.257;0.17
2014-09-02;9.95;3.0;74.5;1.869;
2014-09-03;9.862;0.0;62.75;2.716;
2014-09-04;10.988;0.5;63.5;2.836;0.455
2014-09-05;9.288;0.0;49.75;3.545;
2014-09-06;9.15;0.0;59.125;2.86;
2014-09-07;11.6;0.0;70.5;2.371;0.0
2014-09-08;13.35;3.3;68.625;2.769;2.472
2014-09-09;9.762;2.0;75.5;1.776;
2014-09-10;8.113;2.3;79.5;1.349;
2014-09-11;6.288;13.0;89.25;0.631;
2014-09-12;4.738;10.0;86.125;0.736;
2014-09-13;9.988;0.0;76.0;1.763;
2014-09-14;11.488;0.0;79.75;1.618;0.0
2014-09-15;8.775;5.0;77.125;1.566;
2014-09-16;5.9;0.0;75.5;1.404;
2014-09-17;9.838;0.0;74.25;1.875;
2014-09-18;12.788;7.0;70.125;2.56;5.474
2014-09-19;4.088;1.6;79.625;1.034;
2014-09-20;4.175;1.5;76.75;1.187;
2014-09-21;6.462;3.5;78.125;1.299;
2014-09-22;6.75;0.0;67.0;1.996;
2014-09-23;10.45;0.3;68.625;2.366;0.287
2014-09-24;10.962;0.0;71.25;2.231;0.0
2014-09-25;10.812;0.0;67.125;2.53;0.0
2014-09-26;4.55;0.0;54.125;2.403;
2014-09-27;3.725;0.0;44.75;2.735;
2014-09-28;5.038;0.0;42.0;3.14;
2014-09-29;8.075;0.0;57.75;2.773;
2014-09-30;8.162;0.1;59.5;2.672;
2014-10-01;6.788;2.0;79.25;1.217;
2014-10-02;7.337;0.6;70.25;1.806;
2014-10-03;8.975;0.0;64.0;2.413;
2014-10-04;7.9;5.0;66.25;2.121;
2014-10-05;5.075;0.0;73.125;1.411;
2014-10-06;3.788;4.0;82.875;0.824;
2014-10-07;2.888;2.0;88.75;0.508;
2014-10-08;0.562;2.3;84.625;0.583;
2014-10-09;-2.05;0.0;74.75;0.772;
2014-10-10;-0.837;0.2;70.75;0.992;
2014-10-11;4.85;2.0;77.5;1.164;
2014-10-12;3.162;9.4;83.0;0.783;
2014-10-13;-0.137;2.0;66.25;1.211;
2014-10-14;1.112;1.6;86.375;0.539;
2014-10-15;3.725;11.4;89.625;0.497;
2014-10-16;0.75;2.0;86.875;0.505;
2014-10-17;-1.912;0.6;77.875;0.685;
2014-10-18;-5.762;0.0;68.125;0.685;
2014-10-19;-4.9;0.0;60.625;0.924;
2014-10-20;3.1;0.9;81.375;0.854;
2014-10-21;3.312;1.0;75.625;1.135;
2014-10-22;-0.775;0.3;75.125;0.848;
2014-10-23;2.888;0.0;79.125;0.943;
2014-10-24;3.475;0.3;85.875;0.665;
2014-10-25;2.888;19.0;85.0;0.677;
2014-10-26;-5.338;0.2;69.5;0.685;
2014-10-27;-9.612;4.7;76.75;0.32;
2014-10-28;-8.662;0.0;77.375;0.351;
2014-10-29;-5.912;2.0;81.625;0.389;
2014-10-30;-1.7;4.6;88.875;0.351;
2014-10-31;0.325;2.0;88.875;0.414;
2014-11-01;2.15;0.6;85.875;0.625;
2014-11-02;1.938;0.0;80.375;0.854;
2014-11-03;-0.55;0.0;89.25;0.386;
2014-11-04;-4.425;0.0;77.25;0.578;
2014-11-05;-4.95;0.0;86.0;0.338;
2014-11-06;0.962;0.0;89.375;0.43;
